scheme_id,country_code,country_name,scheme_name,operator,regulator,maturity,status,launch_year,transaction_limit_usd,iso_standard,region,p2p_supported,p2b_supported,b2b_supported,avg_daily_txn_millions,uptime_pct_ytd,api_access,interop_count,last_updated,edge_case_flag,edge_case_note,data_classification,synthetic_version,do_not_use_in_prod
c098cad5-446b-450b-9564-bf112609c3a7,SI,SEPA (Synthetic),SEPA SI,BS,Banka Slovenije,Growing,Live,2018,110000,ISO 20022,Latin America,True,False,True,41.88,98.361,Limited,1,2025-03-31T03:55:29,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
3f1a52bc-6cab-4ff5-881c-eddcaf2216f4,SK,SEPA (Synthetic),SEPA SK,NBS SK,Narodna banka Slovenska,Growing,Live,2018,110000,ISO 20022,Africa,True,True,True,22.69,99.472,Closed,4,2025-05-15T03:00:38,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
dadde5a0-c836-45c0-8ad7-638f9b667b1a,BG,RINGS (Synthetic),RINGS,BNB,Bulgarian National Bank,Emerging,Live,2016,5000,ISO 20022,Middle East,True,True,True,0.76,98.038,Open,3,2025-05-06T03:26:12,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
f8ca2d79-f550-4fbe-8f2c-82f3ba02ebf0,GR,DIAS (Synthetic),DIAS,BOG,Bank of Greece,Growing,Live,2019,110000,ISO 20022,Europe,True,True,True,30.36,97.888,Limited,1,2025-05-15T06:30:42,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
a7d9acbf-2b3d-4a91-8ffd-89197267bd9e,CY,JCC (Synthetic),JCC Fast,CBC,Central Bank of Cyprus,Growing,Live,2020,25000,ISO 20022,Europe,True,True,False,2.84,97.581,Regulated,4,2025-04-11T12:11:29,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
5121a810-b1cb-4274-93d5-c65cc6bd1544,MT,MFSC (Synthetic),MFSC Pay,MFSA,Malta Financial Services,Emerging,Pilot,2023,5000,ISO 20022,Asia-Pacific,True,False,True,0,,Open,2,2025-03-19T12:25:07,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
6ddac13c-afae-4dd3-8d69-981e5f596d5f,LT,SEPA (Synthetic),SEPA LT,LB,Lietuvos bankas,Growing,Live,2017,110000,ISO 20022,Latin America,True,False,True,25.63,98.692,Open,3,2025-03-02T10:13:44,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
ba56f7c5-a316-47e5-9ecd-442c01177f9c,LV,SEPA (Synthetic),SEPA LV,LB LV,Latvijas Banka,Growing,Live,2017,110000,ISO 20022,Asia-Pacific,True,False,True,27.84,99.418,Open,2,2025-05-02T18:02:17,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
da233a0b-2909-4504-b8c5-73a78f5ce3af,EE,SEPA (Synthetic),SEPA EE,EP,Eesti Pank,Growing,Live,2017,110000,ISO 20022,Europe,True,True,True,14.99,98.301,Closed,3,2025-05-11T15:36:10,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
5d89d875-a988-48af-90f0-4e1873d91671,IS,Greidslur (Synthetic),Greidslur,CBI IS,Central Bank of Iceland,Growing,Live,2020,50000,ISO 20022,Africa,True,False,False,13.89,99.59,Closed,1,2025-04-20T05:50:16,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
8b41b893-15fb-4c65-a5c5-81c70aaa4655,IE,SEPA (Synthetic),SEPA IE,CBI IE,Central Bank of Ireland,Growing,Live,2017,110000,ISO 20022,Middle East,True,False,True,39.78,98.663,Open,3,2025-04-19T10:25:40,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
3aa9be24-0bee-452e-bf88-43c9435dba47,MW,MomoPay (Synthetic),MomoPay MW,RBM,Reserve Bank of Malawi,Emerging,Pilot,2022,300,ISO 8583,Africa,True,True,True,0,,Regulated,1,2025-04-12T18:44:15,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
08dd2e68-442e-4ee1-a82b-eb1b44537eef,ZM,ZICB (Synthetic),ZICB Pay,BOZ,Bank of Zambia,Emerging,Live,2020,500,ISO 8583,Africa,True,False,True,9.24,99.305,Open,3,2025-04-13T17:13:44,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
983e2e48-6093-456c-a7cc-9ea1426cf6c1,ZW,ZimSwitch (Synthetic),ZimSwitch,RBZ,Reserve Bank of Zimbabwe,Emerging,Live,2015,1000,ISO 8583,Middle East,True,True,True,32.62,99.971,Limited,4,2025-03-10T10:39:43,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
bfb03789-2f2c-49ef-b223-2b8aece59f4c,MZ,MPesa (Synthetic),MPesa MZ,BM,Banco de Mocambique,Emerging,Live,2013,500,Proprietary,Africa,True,True,False,28.44,99.221,Regulated,3,2025-04-05T09:48:31,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
d50cf1f1-15f6-44cd-a9c9-b4582a772ba7,AO,Multicaixa (Synthetic),Multicaixa,BNA,Banco Nacional de Angola,Emerging,Live,2014,800,ISO 8583,Latin America,True,False,False,30.74,99.44,Limited,0,2025-03-06T09:47:53,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
d004ce7f-4daa-4b74-8a34-357824adc999,CI,Mobile (Synthetic),Mobile CI,BCEAO,Banque Centrale Afrique Ouest,Emerging,Live,2012,600,ISO 8583,Europe,True,False,False,44.44,98.283,Open,1,2025-05-15T20:00:02,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
27e23d87-8541-4ead-82b3-8c469ea362e7,S100,Synthetic Nation 100,NatPay-100,CentralOps-100,Central Bank 100,Pioneer,Pilot,2017,1000,ISO 20022,North America,True,True,True,5.91,97.095,Open,1,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
19d015b6-e834-4558-900e-7fcb2c4cecc9,S101,Synthetic Nation 101,NatPay-101,CentralOps-101,Central Bank 101,Growing,Suspended,2017,10000,Proprietary,Latin America,True,True,True,6.98,98.017,Open,1,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
12df9eb1-2ca2-487e-ba96-58c645fc46c0,S102,Synthetic Nation 102,NatPay-102,CentralOps-102,Central Bank 102,Pioneer,Suspended,2015,5000,ISO 8583,Middle East,True,False,True,7.3,98.603,Regulated,0,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
af75e301-7a2e-405e-93b3-81c64b33f803,S103,Synthetic Nation 103,NatPay-103,CentralOps-103,,Emerging,In Development,,500,ISO 20022,North America,True,True,False,9.85,99.557,Open,3,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
02e537c2-3bf7-463c-9de7-8dba96540865,S104,Synthetic Nation 104,NatPay-104,CentralOps-104,,Emerging,In Development,2019,5000,ISO 20022,North America,True,False,True,6.1,97.512,Closed,1,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
645987e2-78d0-4bb6-8930-8f0781f8da79,S105,Synthetic Nation 105,NatPay-105,CentralOps-105,,Legacy,Pilot,,,Proprietary,Europe,True,False,True,2.3,97.096,Regulated,3,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
352a2831-f431-4073-988d-17449c7ef263,S106,Synthetic Nation 106,NatPay-106,CentralOps-106,Central Bank 106,Growing,Pilot,2017,,ISO 8583,Africa,True,False,True,2.66,97.737,Closed,4,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
349c9194-f7f4-453f-a023-a2574323d4bc,S107,Synthetic Nation 107,NatPay-107,CentralOps-107,,Legacy,Pilot,2017,1000,Proprietary,Africa,True,True,True,8.61,97.457,Open,5,2025-04-01T10:00:00,MISSING_REGULATOR,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
97f394b2-11ac-472a-b90e-b2389b0d8db9,S108,Synthetic Nation 108,NatPay-108,CentralOps-108,Central Bank 108,Legacy,Suspended,2023,10000,Proprietary,Latin America,True,True,True,6.82,98.606,Regulated,5,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
f68b8639-075d-46d9-a956-4e36a449bdfe,S109,Synthetic Nation 109,NatPay-109,CentralOps-109,Central Bank 109,Emerging,Suspended,2017,10000,ISO 20022,North America,True,False,True,5.08,97.318,Closed,2,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
4433648d-ebaa-427b-b60f-2250c370bad6,S110,Synthetic Nation 110,NatPay-110,CentralOps-110,Central Bank 110,Growing,Pilot,2017,50000,Proprietary,Asia-Pacific,True,False,False,0.2,99.778,Regulated,1,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
64fa6b4e-6107-41cc-9924-01e776efe86f,S111,Synthetic Nation 111,NatPay-111,CentralOps-111,Central Bank 111,Pioneer,Live,,10000,ISO 20022,Middle East,True,True,True,6.6,99.831,Open,2,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
3689f83c-3317-4578-94ce-c385cea99a35,S112,Synthetic Nation 112,NatPay-112,CentralOps-112,,Growing,In Development,,5000,ISO 8583,North America,True,False,False,9.0,98.35,Open,1,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
04a24af1-21a3-4b8b-bb7e-8e7ba8e8e252,S113,Synthetic Nation 113,NatPay-113,CentralOps-113,,Pioneer,In Development,2023,1000,ISO 20022,Asia-Pacific,True,True,True,0.68,97.094,Regulated,0,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
923542da-53cf-410f-9210-3a8c9511831e,S114,Synthetic Nation 114,NatPay-114,CentralOps-114,Central Bank 114,Emerging,Suspended,2017,50000,ISO 20022,North America,True,False,True,7.85,99.414,Open,0,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
9874b84c-4c69-4dbc-a32f-a49995e667a0,S115,Synthetic Nation 115,NatPay-115,CentralOps-115,,Emerging,Suspended,2021,10000,Proprietary,Asia-Pacific,True,True,True,4.03,98.015,Open,1,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
8ef0c6be-cc50-478d-8702-91c63c381da0,S116,Synthetic Nation 116,NatPay-116,CentralOps-116,Central Bank 116,Legacy,In Development,2021,1000,ISO 8583,Africa,True,True,True,4.44,99.575,Closed,0,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
16339948-4b29-430b-ac67-a4b353e7d74a,S117,Synthetic Nation 117,NatPay-117,CentralOps-117,Central Bank 117,Pioneer,In Development,2017,10000,ISO 8583,Africa,True,True,False,9.03,97.492,Open,3,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
c66e52a1-15b9-4d61-8d00-d7223683b5eb,S118,Synthetic Nation 118,NatPay-118,CentralOps-118,,Emerging,Suspended,,,Proprietary,North America,True,False,True,1.91,97.651,Open,4,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
4717c378-01b3-40f8-89d0-0ae4527286cb,S119,Synthetic Nation 119,NatPay-119,CentralOps-119,Central Bank 119,Emerging,Live,2015,50000,ISO 8583,Middle East,True,True,True,9.61,97.24,Open,0,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
b4195e60-404f-422a-bfb7-bd4e32f8b57a,S120,Synthetic Nation 120,NatPay-120,CentralOps-120,Central Bank 120,Growing,Suspended,2015,50000,ISO 20022,Middle East,True,True,True,4.2,98.745,Closed,2,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
4ea54369-ce19-47dd-a9b5-a9edf76f5c8b,S121,Synthetic Nation 121,NatPay-121,CentralOps-121,Central Bank 121,Emerging,In Development,2019,10000,ISO 20022,North America,True,False,False,3.17,99.248,Open,0,2025-04-01T10:00:00,MISSING_REGULATOR,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
a1a7eb3f-f2e8-49f5-a86e-e1ef48647ac8,S122,Synthetic Nation 122,NatPay-122,CentralOps-122,Central Bank 122,Pioneer,In Development,2023,5000,ISO 20022,Latin America,True,True,True,3.7,97.472,Closed,5,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
bb974a82-e0b6-4ba6-8d74-73748ed4492f,S123,Synthetic Nation 123,NatPay-123,CentralOps-123,Central Bank 123,Emerging,Live,2017,5000,ISO 20022,Asia-Pacific,True,True,False,2.82,97.63,Regulated,1,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
bcf8916d-25e0-4f91-a0bf-d765ba415cf4,S124,Synthetic Nation 124,NatPay-124,CentralOps-124,,Emerging,Live,2015,,ISO 8583,Latin America,True,True,True,3.34,97.391,Regulated,1,2025-04-01T10:00:00,MISSING_REGULATOR,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
df1f5f1a-ef4f-4078-a5bf-83f342553964,S125,Synthetic Nation 125,NatPay-125,CentralOps-125,,Pioneer,Live,2015,,ISO 20022,Middle East,True,True,False,5.83,97.443,Open,0,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
99527f9a-0fbb-4ce9-9121-f19916f1645e,S126,Synthetic Nation 126,NatPay-126,CentralOps-126,,Pioneer,Pilot,2017,,ISO 20022,North America,True,True,False,7.8,99.644,Regulated,4,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
2c2466ba-3eb6-41c4-86b7-bd295f82617f,S127,Synthetic Nation 127,NatPay-127,CentralOps-127,Central Bank 127,Growing,In Development,2021,500,ISO 20022,North America,True,False,False,8.02,99.584,Open,2,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
2f9198e1-cf7f-453a-9e1f-5c16166176f2,S128,Synthetic Nation 128,NatPay-128,CentralOps-128,Central Bank 128,Legacy,Live,2021,1000,ISO 20022,Africa,True,False,False,8.21,99.605,Open,0,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
4f967494-b00b-4669-8e29-ce4cf09f6f17,S129,Synthetic Nation 129,NatPay-129,CentralOps-129,,Emerging,Pilot,2015,5000,ISO 8583,North America,True,False,False,9.39,97.345,Regulated,1,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
93a2bbc6-52b9-4106-9265-e3077640a34e,S130,Synthetic Nation 130,NatPay-130,CentralOps-130,,Pioneer,Live,2023,10000,ISO 8583,North America,True,False,False,6.07,98.529,Regulated,4,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
19b036d6-8135-42a4-adc0-93a82ae39d24,S131,Synthetic Nation 131,NatPay-131,CentralOps-131,,Pioneer,Suspended,2015,50000,Proprietary,North America,True,True,False,4.32,99.837,Regulated,4,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
0e1d56f1-9a56-4aa4-931a-fe78c03eb92f,S132,Synthetic Nation 132,NatPay-132,CentralOps-132,Central Bank 132,Emerging,Pilot,,10000,ISO 8583,Africa,True,False,True,1.93,98.988,Regulated,5,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
bd795d10-6a05-4486-bf5c-31202e25d239,S133,Synthetic Nation 133,NatPay-133,CentralOps-133,,Legacy,Live,2019,5000,ISO 20022,Africa,True,False,False,4.42,99.02,Closed,3,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
64f1c7cf-97d4-4d36-aa9a-cb3cf8670b87,S134,Synthetic Nation 134,NatPay-134,CentralOps-134,Central Bank 134,Emerging,Pilot,2015,1000,Proprietary,Latin America,True,True,True,1.48,97.138,Regulated,4,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
2d6db69d-8bca-4f63-aad7-245804384fad,S135,Synthetic Nation 135,NatPay-135,CentralOps-135,,Legacy,In Development,,,ISO 8583,Africa,True,False,True,1.48,99.056,Open,3,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
f40a5e0a-1e89-4d15-82b2-51fcd9b045db,S136,Synthetic Nation 136,NatPay-136,CentralOps-136,Central Bank 136,Legacy,Live,2023,1000,ISO 20022,Africa,True,True,False,6.68,99.954,Closed,2,2025-04-01T10:00:00,MISSING_REGULATOR,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
f394ff88-2c87-4b4c-a3df-988ec9c3be78,S137,Synthetic Nation 137,NatPay-137,CentralOps-137,,Legacy,In Development,,10000,ISO 8583,Latin America,True,True,False,7.66,98.559,Closed,1,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
bb834079-9ee2-4fe3-95a9-cab5b6f83d7c,S138,Synthetic Nation 138,NatPay-138,CentralOps-138,,Pioneer,Pilot,2017,5000,ISO 8583,Latin America,True,True,True,1.52,98.145,Open,5,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
9704d149-3ccf-4a27-b3f1-ea0e0f50c3fa,S139,Synthetic Nation 139,NatPay-139,CentralOps-139,Central Bank 139,Legacy,Suspended,2019,50000,ISO 8583,Africa,True,True,True,8.33,98.165,Closed,5,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
c4a40107-8704-43e3-bf50-33a4089093c5,S140,Synthetic Nation 140,NatPay-140,CentralOps-140,,Legacy,Live,2019,5000,ISO 8583,Africa,True,True,False,2.2,98.303,Open,3,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
e3b5d869-04eb-494e-b375-e17b03517bf5,S141,Synthetic Nation 141,NatPay-141,CentralOps-141,,Growing,Suspended,2017,50000,Proprietary,Asia-Pacific,True,False,True,0.85,98.282,Regulated,1,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
653e8afd-fd63-49ee-855c-9ef374838bb9,S142,Synthetic Nation 142,NatPay-142,CentralOps-142,,Legacy,Pilot,2017,10000,ISO 8583,Latin America,True,False,False,7.52,99.487,Regulated,0,2025-04-01T10:00:00,MISSING_REGULATOR,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
2ef2bbc2-6fb2-4280-9692-879a70da2abf,S143,Synthetic Nation 143,NatPay-143,CentralOps-143,Central Bank 143,Pioneer,Pilot,2017,,ISO 20022,North America,True,True,True,9.5,97.596,Open,4,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
92803c35-0ae0-4032-b0a8-a24cee6e9995,S144,Synthetic Nation 144,NatPay-144,CentralOps-144,Central Bank 144,Growing,Suspended,,500,Proprietary,Europe,True,False,False,7.67,97.502,Closed,5,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
07e95489-10d7-4f1e-a230-b41f1a3b41b3,S145,Synthetic Nation 145,NatPay-145,CentralOps-145,Central Bank 145,Emerging,Live,2023,500,ISO 8583,Middle East,True,False,False,9.42,97.593,Closed,5,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
8a50d299-9934-40f6-83c0-7a9eb8a038ab,S146,Synthetic Nation 146,NatPay-146,CentralOps-146,Central Bank 146,Emerging,Live,2023,500,ISO 8583,Middle East,True,False,False,0.7,98.936,Open,3,2025-04-01T10:00:00,MISSING_REGULATOR,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
1d4a463f-7ce6-4da4-82e4-bb2c0324955c,S147,Synthetic Nation 147,NatPay-147,CentralOps-147,Central Bank 147,Legacy,Pilot,,10000,Proprietary,Europe,True,False,True,7.34,99.887,Regulated,4,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
288b721c-320e-404b-84a8-da316ac04c6f,S148,Synthetic Nation 148,NatPay-148,CentralOps-148,,Legacy,Suspended,,50000,ISO 8583,Latin America,True,True,True,2.8,98.348,Regulated,4,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
8024f2c0-fce5-4121-934f-55e2d24a9b87,S149,Synthetic Nation 149,NatPay-149,CentralOps-149,,Emerging,Live,2021,5000,ISO 20022,Africa,True,True,False,7.98,98.018,Closed,5,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
8a7fa21a-1084-4b7e-9235-09e4c443169f,S150,Synthetic Nation 150,NatPay-150,CentralOps-150,Central Bank 150,Growing,Live,2017,,ISO 8583,Africa,True,True,False,6.46,98.468,Open,0,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
5ae18ec8-9b1d-46cc-99be-5891f8cf3afb,S151,Synthetic Nation 151,NatPay-151,CentralOps-151,Central Bank 151,Legacy,In Development,2019,,Proprietary,Latin America,True,False,False,4.26,99.23,Regulated,2,2025-04-01T10:00:00,MISSING_REGULATOR,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
e2a42207-5f02-4d01-987b-26fc5734545f,S152,Synthetic Nation 152,NatPay-152,CentralOps-152,,Emerging,Pilot,2017,500,Proprietary,Europe,True,False,True,7.43,99.843,Closed,1,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
28fd1b46-8ba1-4f2d-906f-d64ccea3a307,S153,Synthetic Nation 153,NatPay-153,CentralOps-153,Central Bank 153,Legacy,Pilot,,50000,Proprietary,Middle East,True,False,True,8.33,97.886,Regulated,1,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
e348a381-77ab-4075-ad6f-df0369560770,S154,Synthetic Nation 154,NatPay-154,CentralOps-154,Central Bank 154,Growing,Pilot,2015,500,Proprietary,Latin America,True,True,False,1.03,97.037,Regulated,3,2025-04-01T10:00:00,MISSING_REGULATOR,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
65d8a0e5-940e-4d93-943c-d430ef11f368,S155,Synthetic Nation 155,NatPay-155,CentralOps-155,,Emerging,In Development,2015,5000,ISO 8583,Asia-Pacific,True,True,False,4.92,98.725,Closed,0,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
91713d14-e0fc-4dff-97c8-19b6dbfba2d9,S156,Synthetic Nation 156,NatPay-156,CentralOps-156,Central Bank 156,Emerging,Live,2017,500,Proprietary,Africa,True,True,False,4.51,98.324,Closed,3,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
a57eef15-1583-44ad-a3ed-b4207e01a300,S157,Synthetic Nation 157,NatPay-157,CentralOps-157,Central Bank 157,Pioneer,In Development,,1000,ISO 8583,North America,True,True,True,2.41,98.65,Open,0,2025-04-01T10:00:00,MISSING_REGULATOR,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
f16a9eaa-32ac-46a1-befb-a3f385c3c9aa,S158,Synthetic Nation 158,NatPay-158,CentralOps-158,,Legacy,Pilot,2015,1000,ISO 8583,North America,True,False,False,0.72,97.698,Regulated,5,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
b0943c43-38a9-4058-b761-c350515b92b8,S159,Synthetic Nation 159,NatPay-159,CentralOps-159,Central Bank 159,Legacy,Live,2023,1000,Proprietary,Europe,True,False,True,0.72,97.496,Regulated,4,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
9800ac7e-bdc4-471a-8215-384406625434,S160,Synthetic Nation 160,NatPay-160,CentralOps-160,,Legacy,Live,2021,,ISO 8583,North America,True,False,False,5.01,98.476,Open,4,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
1e19a87e-f008-49b2-b822-bbc2872f4178,S161,Synthetic Nation 161,NatPay-161,CentralOps-161,,Emerging,Pilot,2015,500,ISO 20022,North America,True,True,False,5.77,99.282,Open,3,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
6018448f-fa87-4a0f-b8d1-fc01590f2a6c,S162,Synthetic Nation 162,NatPay-162,CentralOps-162,,Emerging,In Development,2023,10000,Proprietary,Africa,True,True,False,3.49,97.997,Closed,0,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
9134b67b-2572-426b-837e-d3034f925aae,S163,Synthetic Nation 163,NatPay-163,CentralOps-163,,Legacy,Suspended,2019,,ISO 8583,Middle East,True,True,False,0.89,97.755,Open,3,2025-04-01T10:00:00,SCHEME_SUSPENDED,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
8bc79184-7c93-41e9-bc76-069c4f4a70b9,S164,Synthetic Nation 164,NatPay-164,CentralOps-164,Central Bank 164,Legacy,Suspended,2015,1000,Proprietary,Latin America,True,False,False,7.6,97.609,Closed,1,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
76f59b2a-ce69-4643-8490-d5aa42d60965,S165,Synthetic Nation 165,NatPay-165,CentralOps-165,,Legacy,Live,2015,,Proprietary,Europe,True,True,False,5.51,98.651,Open,1,2025-04-01T10:00:00,NORMAL,,SYNTHETIC_TEST_DATA,RTP-FULL-SYNTH-v1.0,True
